Código,Regiao,UF,Municipio,Possui Plano de Mobilidade Urbana,Ano de elaboracao,Aprovado em lei ou ato normativo,Instrumento Legal,Numero da Lei,Data da Lei
5213087,CO,GO,MinaÃ§u,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5213103,CO,GO,Mineiros,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5213400,CO,GO,MoiporÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5213509,CO,GO,Monte Alegre de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5213707,CO,GO,Montes Claros de GoiÃ¡s,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5213756,CO,GO,Montividiu,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5213772,CO,GO,Montividiu do Norte,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5213806,CO,GO,Morrinhos,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5213855,CO,GO,Morro Agudo de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5213905,CO,GO,MossÃ¢medes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5214002,CO,GO,MozarlÃ¢ndia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5214051,CO,GO,Mundo Novo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5214101,CO,GO,MutunÃ³polis,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5214408,CO,GO,NazÃ¡rio,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5214507,CO,GO,NerÃ³polis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5214606,CO,GO,NiquelÃ¢ndia,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5214705,CO,GO,Nova AmÃ©rica,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5214804,CO,GO,Nova Aurora,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5214838,CO,GO,Nova CrixÃ¡s,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5214861,CO,GO,Nova GlÃ³ria,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5214879,CO,GO,Nova IguaÃ§u de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5214903,CO,GO,Nova Roma,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5215009,CO,GO,Nova Veneza,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5215207,CO,GO,Novo Brasil,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5215231,CO,GO,Novo Gama,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5215256,CO,GO,Novo Planalto,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5215306,CO,GO,Orizona,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5215405,CO,GO,Ouro Verde de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5215504,CO,GO,Ouvidor,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5215603,CO,GO,Padre Bernardo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5215652,CO,GO,Palestina de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5215702,CO,GO,Palmeiras de GoiÃ¡s,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5215801,CO,GO,Palmelo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5215900,CO,GO,PalminÃ³polis,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5216007,CO,GO,PanamÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5216304,CO,GO,Paranaiguara,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5216403,CO,GO,ParaÃºna,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5216452,CO,GO,PerolÃ¢ndia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5216809,CO,GO,Petrolina de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5216908,CO,GO,Pilar de GoiÃ¡s,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5217104,CO,GO,Piracanjuba,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5217203,CO,GO,Piranhas,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5217302,CO,GO,PirenÃ³polis,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5217401,CO,GO,Pires do Rio,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5217609,CO,GO,Planaltina,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5217708,CO,GO,Pontalina,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5218003,CO,GO,Porangatu,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5218052,CO,GO,PorteirÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5218102,CO,GO,PortelÃ¢ndia,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5218300,CO,GO,Posse,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5218391,CO,GO,Professor Jamil,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5218508,CO,GO,QuirinÃ³polis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5218607,CO,GO,Rialma,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5218706,CO,GO,RianÃ¡polis,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5218789,CO,GO,Rio Quente,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5218805,CO,GO,Rio Verde,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5218904,CO,GO,Rubiataba,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5219001,CO,GO,SanclerlÃ¢ndia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5219100,CO,GO,Santa BÃ¡rbara de GoiÃ¡s,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5219209,CO,GO,Santa Cruz de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5219258,CO,GO,Santa FÃ© de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5219308,CO,GO,Santa Helena de GoiÃ¡s,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5219357,CO,GO,Santa Isabel,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5219407,CO,GO,Santa Rita do Araguaia,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5219456,CO,GO,Santa Rita do Novo Destino,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5219506,CO,GO,Santa Rosa de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5219605,CO,GO,Santa Tereza de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5219704,CO,GO,Santa Terezinha de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5219712,CO,GO,Santo AntÃ´nio da Barra,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5219738,CO,GO,Santo AntÃ´nio de GoiÃ¡s,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5219753,CO,GO,Santo AntÃ´nio do Descoberto,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5219803,CO,GO,SÃ£o Domingos,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5219902,CO,GO,SÃ£o Francisco de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5220058,CO,GO,SÃ£o JoÃ£o da ParaÃºna,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5220009,CO,GO,SÃ£o JoÃ£o d'AlianÃ§a,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5220108,CO,GO,SÃ£o LuÃ­s de Montes Belos,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5220157,CO,GO,SÃ£o LuÃ­z do Norte,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5220207,CO,GO,SÃ£o Miguel do Araguaia,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5220264,CO,GO,SÃ£o Miguel do Passa Quatro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5220280,CO,GO,SÃ£o PatrÃ­cio,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5220405,CO,GO,SÃ£o SimÃ£o,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5220454,CO,GO,Senador Canedo,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5220504,CO,GO,SerranÃ³polis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5220603,CO,GO,SilvÃ¢nia,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5220686,CO,GO,SimolÃ¢ndia,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5220702,CO,GO,SÃ­tio d'Abadia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5221007,CO,GO,Taquaral de GoiÃ¡s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5221080,CO,GO,Teresina de GoiÃ¡s,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5221197,CO,GO,TerezÃ³polis de GoiÃ¡s,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5221304,CO,GO,TrÃªs Ranchos,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5221403,CO,GO,Trindade,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5221452,CO,GO,Trombas,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5221502,CO,GO,TurvÃ¢nia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5221551,CO,GO,TurvelÃ¢ndia,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5221577,CO,GO,Uirapuru,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5221601,CO,GO,UruaÃ§u,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
5221700,CO,GO,Uruana,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5221809,CO,GO,UrutaÃ­,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5221858,CO,GO,ValparaÃ­so de GoiÃ¡s,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5221908,CO,GO,VarjÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5222005,CO,GO,VianÃ³polis,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5222054,CO,GO,VicentinÃ³polis,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
5222203,CO,GO,Vila Boa,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
5222302,CO,GO,Vila PropÃ­cio,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2100055,NE,MA,AÃ§ailÃ¢ndia,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2100105,NE,MA,Afonso Cunha,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2100154,NE,MA,Ãgua Doce do MaranhÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2100204,NE,MA,AlcÃ¢ntara,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2100303,NE,MA,Aldeias Altas,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2100402,NE,MA,Altamira do MaranhÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2100436,NE,MA,Alto Alegre do MaranhÃ£o,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2100477,NE,MA,Alto Alegre do PindarÃ©,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2100501,NE,MA,Alto ParnaÃ­ba,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2100550,NE,MA,AmapÃ¡ do MaranhÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2100600,NE,MA,Amarante do MaranhÃ£o,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2100709,NE,MA,Anajatuba,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2100808,NE,MA,Anapurus,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2100832,NE,MA,Apicum-AÃ§u,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2100873,NE,MA,AraguanÃ£,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2100907,NE,MA,Araioses,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2100956,NE,MA,Arame,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2101004,NE,MA,Arari,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2101103,NE,MA,AxixÃ¡,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2101202,NE,MA,Bacabal,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2101251,NE,MA,Bacabeira,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2101301,NE,MA,Bacuri,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2101350,NE,MA,Bacurituba,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2101400,NE,MA,Balsas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2101509,NE,MA,BarÃ£o de GrajaÃº,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2101608,NE,MA,Barra do Corda,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2101707,NE,MA,Barreirinhas,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2101772,NE,MA,Bela Vista do MaranhÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2101731,NE,MA,BelÃ¡gua,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2101806,NE,MA,Benedito Leite,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2101905,NE,MA,BequimÃ£o,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2101939,NE,MA,Bernardo do Mearim,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2101970,NE,MA,Boa Vista do Gurupi,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2102002,NE,MA,Bom Jardim,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2102036,NE,MA,Bom Jesus das Selvas,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2102077,NE,MA,Bom Lugar,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2102101,NE,MA,Brejo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2102150,NE,MA,Brejo de Areia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2102200,NE,MA,Buriti,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2102309,NE,MA,Buriti Bravo,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2102325,NE,MA,Buriticupu,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2102358,NE,MA,Buritirana,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2102374,NE,MA,Cachoeira Grande,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2102408,NE,MA,CajapiÃ³,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2102507,NE,MA,Cajari,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2102556,NE,MA,Campestre do MaranhÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2102606,NE,MA,CÃ¢ndido Mendes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2102705,NE,MA,Cantanhede,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2102754,NE,MA,Capinzal do Norte,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2102804,NE,MA,Carolina,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2102903,NE,MA,Carutapera,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2103000,NE,MA,Caxias,Sim,2016,Sim,Lei Municipal,2.309/2016,05/05/2016
2103109,NE,MA,Cedral,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2103125,NE,MA,Central do MaranhÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2103158,NE,MA,Centro do Guilherme,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2103174,NE,MA,Centro Novo do MaranhÃ£o,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2103208,NE,MA,Chapadinha,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2103257,NE,MA,CidelÃ¢ndia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2103307,NE,MA,CodÃ³,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2103406,NE,MA,Coelho Neto,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2103505,NE,MA,Colinas,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2103554,NE,MA,ConceiÃ§Ã£o do Lago-AÃ§u,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2103604,NE,MA,CoroatÃ¡,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2103703,NE,MA,Cururupu,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2103752,NE,MA,DavinÃ³polis,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2103802,NE,MA,Dom Pedro,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2103901,NE,MA,Duque Bacelar,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104008,NE,MA,EsperantinÃ³polis,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104057,NE,MA,Estreito,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2104073,NE,MA,Feira Nova do MaranhÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104081,NE,MA,Fernando FalcÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104099,NE,MA,Formosa da Serra Negra,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2104107,NE,MA,Fortaleza dos Nogueiras,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104206,NE,MA,Fortuna,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104305,NE,MA,Godofredo Viana,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104404,NE,MA,GonÃ§alves Dias,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104503,NE,MA,Governador Archer,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104552,NE,MA,Governador Edison LobÃ£o,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2104602,NE,MA,Governador EugÃªnio Barros,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104628,NE,MA,Governador Luiz Rocha,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104651,NE,MA,Governador Newton Bello,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104677,NE,MA,Governador Nunes Freire,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2104701,NE,MA,GraÃ§a Aranha,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2104800,NE,MA,GrajaÃº,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2104909,NE,MA,GuimarÃ£es,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2105005,NE,MA,Humberto de Campos,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2105104,NE,MA,Icatu,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2105153,NE,MA,IgarapÃ© do Meio,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2105203,NE,MA,IgarapÃ© Grande,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2105302,NE,MA,Imperatriz,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2105351,NE,MA,Itaipava do GrajaÃº,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2105401,NE,MA,Itapecuru Mirim,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2105427,NE,MA,Itinga do MaranhÃ£o,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2105450,NE,MA,JatobÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2105476,NE,MA,Jenipapo dos Vieiras,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2105500,NE,MA,JoÃ£o Lisboa,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2105609,NE,MA,JoselÃ¢ndia,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2105658,NE,MA,Junco do MaranhÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2105708,NE,MA,Lago da Pedra,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2105807,NE,MA,Lago do Junco,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2105948,NE,MA,Lago dos Rodrigues,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
